image,readingText,audio,answerText,answerTextFurigana,sortOrder,originalText
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Lucky%20Star/media/luckystar-nodup_19_0.18.19.135.jpg"">",あ～、いいわねぇ～　大自然、森林浴,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Lucky%20Star/media/luckystar-nodup_19_0.18.17.310-0.18.20.960.mp3],That sounds nice... A hike through the great wilderness...,あ～、いいわねぇ～　 大[だい] 自然[しぜん]、 森林浴[しんりんよく],6,浴
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Haruhi%20Suzumiya/media/Z.SUZUMIYA_09_0.21.31.057.jpg"">",花火大会 ハゼ釣り大会 肝試し 映画のハシゴに海水浴,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Haruhi%20Suzumiya/media/Z.SUZUMIYA_09_0.21.28.462-0.21.33.772.mp3],A fireworks show. Goby fishing tournament. Test of courage. Movie watching. Played at the beach.,花火[はなび] 大会[たいかい]  ハゼ 釣[つ]り 大会[たいかい]  肝試[きもだめ]し  映画[えいが]のハシゴに 海水浴[かいすいよく],6,浴
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_22_0.17.07.495.jpg"">",証明ができない,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_22_0.17.06.470-0.17.08.370.mp3],We can't prove it.,証明[しょうめい]ができない,7,証明
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kino's%20Journey/media/Kino_no_Tabi_9_0.20.24.565.jpg"">",以上　証明終わり,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kino's%20Journey/media/Kino_no_Tabi_9_0.20.23.810-0.20.25.320.mp3],The end. Explanation over.,以上[いじょう]　 証明[しょうめい] 終[お]わり,7,証明
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Angel%20Beats!/media/Angel_Beats!_6_0.03.17.495.jpg"">",昨夜　それは証明できた,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Angel%20Beats!/media/Angel_Beats!_6_0.03.16.300-0.03.18.940.mp3],Last night was proof of that.,昨夜[さくや]　それは 証明[しょうめい]できた,7,証明
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/2_0.03.41.390-0.03.43.210.jpg"">",一年に二回植えるやつか,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/2_0.03.41.390-0.03.43.210.mp3],When you plant two crops in the same field?,一[いち] 年[ねん]に 二[に] 回[かい] 植[う]えるやつか,8,植える
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Cardcaptor%20Sakura/media/A_CardCaptorSakura24_24_0.11.20.086.jpg"">",これ　お父さんと植えた花だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Cardcaptor%20Sakura/media/A_CardCaptorSakura24_24_0.11.18.981-0.11.21.191.mp3],These are the flowers I planted with Dad.,これ　お 父[とう]さんと 植[う]えた 花[はな]だ,8,植える
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Zero/media/Fate_Zero_01_0.13.26.535.jpg"">",俺に「刻印虫」を植え付けろ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Zero/media/Fate_Zero_01_0.13.25.210-0.13.27.860.mp3],Implant Crest Worms inside me.,俺[おれ]に「 刻印[こくいん] 虫[ちゅう]」を 植え付[うえつ]けろ,8,植える
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/One%20Week%20Friends/media/Isshuukan_Friends_(Test)_07_0.14.47.905.jpg"">",文句あるか,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/One%20Week%20Friends/media/Isshuukan_Friends_(Test)_07_0.14.47.240-0.14.48.570.mp3],Got a problem with that?,文句[もんく]あるか,9,文句
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_29_0.16.55.270.jpg"">",文句多いね,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_29_0.16.54.700-0.16.55.840.mp3],He's complaining a lot.,文句[もんく] 多[おお]いね,9,文句
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_81_0.18.48.892.jpg"">",文句あるか？,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_81_0.18.47.866-0.18.49.918.mp3],Got a problem with that?,文句[もんく]あるか？,9,文句
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_011_0.09.05.834.jpg"">",“立ち入り禁止”,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_011_0.09.04.916-0.09.06.751.mp3],Keep Out.,“ 立[た]ち 入[い]り 禁止[きんし]”,10,禁止
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Angel%20Beats!/media/Angel_Beats!_11_0.04.28.670.jpg"">",今後は単独行動を禁止,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Angel%20Beats!/media/Angel_Beats!_11_0.04.27.620-0.04.29.970.mp3],"Henceforth, it is forbidden to move solo.",今後[こんご]は 単独行動[たんどくこうどう]を 禁止[きんし],10,禁止
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Lucky%20Star/media/luckystar-nodup_13_0.11.45.415.jpg"">",危ない発言禁止――っ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Lucky%20Star/media/luckystar-nodup_13_0.11.44.490-0.11.46.340.mp3],No dangerous comments allowed!,危[あぶ]ない 発言[はつげん] 禁止[きんし]――っ,10,禁止
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_11_0.09.39.060-0.09.41.060.jpg"">",妥協は許されないわ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_11_0.09.39.060-0.09.41.060.mp3],I won't allow compromises!,妥協[だきょう]は 許[ゆる]されないわ,11,妥協
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_08_0.09.07.500.jpg"">",それがギリギリの妥協線だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_08_0.09.06.190-0.09.08.810.mp3],That's the limit to the compromise we can make.,それがギリギリの 妥協[だきょう] 線[せん]だ,11,妥協
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_S03_-_03_0.04.39.000-0.04.41.300.jpg"">",妥協と敗北は許されないわ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_S03_-_03_0.04.39.000-0.04.41.300.mp3],...surrender and failure will not be allowed!,妥協[だきょう]と 敗北[はいぼく]は 許[ゆる]されないわ,11,妥協
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad/media/A_ClannadS01_E08_1_0.02.55.150.jpg"">",アイツは無断欠席中だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad/media/A_ClannadS01_E08_1_0.02.54.060-0.02.56.240.mp3],He's cutting class right now.,アイツは 無断欠席[むだんけっせき] 中[ちゅう]だ,12,欠席
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Erased/media/A_Erased_08_0.05.25.245.jpg"">",加代は今日も欠席かな,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Erased/media/A_Erased_08_0.05.24.020-0.05.26.470.mp3],"Kayo is absent again today, I guess?",加[か] 代[だい]は 今日[きょう]も 欠席[けっせき]かな,12,欠席
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kanon%20(2006)/media/A_Kanon_E03_1_0.11.44.730.jpg"">",わたし　今日は欠席したんです,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kanon%20(2006)/media/A_Kanon_E03_1_0.11.43.480-0.11.45.980.mp3],I'm absent for the day.,わたし　 今日[きょう]は 欠席[けっせき]したんです,12,欠席
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Zero/media/Fate_Zero_10_0.03.33.620.jpg"">",平常心を保つこと,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Zero/media/Fate_Zero_10_0.03.32.560-0.03.34.680.mp3],Keep your mind calm.,平常[へいじょう] 心[こころ]を 保[たも]つこと,13,保つ
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_150_0.10.20.595.jpg"">",ダメだ　意識が保てない…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_150_0.10.18.781-0.10.22.409.mp3],It's no good... I'm losing consciousness...,ダメだ　 意識[いしき]が 保[たも]てない…,13,保つ
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Stay%20Night%20Unlimited%20Blade%20Works/media/Fate_Stay_Night_UBW_S02_14_0.15.37.680.jpg"">",自らの体を保てなくなるんだぞ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Stay%20Night%20Unlimited%20Blade%20Works/media/Fate_Stay_Night_UBW_S02_14_0.15.36.210-0.15.39.150.mp3],You won't be able to maintain your physical form!,自[みずか]らの 体[からだ]を 保[たも]てなくなるんだぞ,13,保つ
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/From%20the%20New%20World/media/Shinsekai_Yori_02_0.05.48.575.jpg"">",真ん中辺りが平らみたいだ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/From%20the%20New%20World/media/Shinsekai_Yori_02_0.05.47.530-0.05.49.620.mp3],"The center area seems bump-free, too.",真[ま]ん 中[なか] 辺[あた]りが 平[たい]らみたいだ,14,平
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Toradora!/media/Toradora_07_0.12.31.210.jpg"">",私 乳の平らさで哀れまれたのよ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Toradora!/media/Toradora_07_0.12.29.850-0.12.32.569.mp3],"I'm so flat, it warrants pity!",私[わたし] 乳[ちち]の 平[たい]らさで 哀[あわ]れまれたのよ,14,平
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Durarara!!/media/A_Durarara_S01_07_0.16.42.814.jpg"">",（男性）ほら　俳優の…　（男性）羽島幽平だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Durarara!!/media/A_Durarara_S01_07_0.16.41.333-0.16.44.294.mp3],Hanejima Yuhei!,（ 男性[だんせい]）ほら　 俳優[はいゆう]の…　（ 男性[だんせい]） 羽島[はしま] 幽[かそけ] 平[たいら]だ,14,平
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_036_0.16.59.949.jpg"">",ホホウ… なかなか頑丈な男だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_036_0.16.58.259-0.17.01.638.mp3],You're pretty sturdily built there.,ホホウ… なかなか 頑丈[がんじょう]な 男[おとこ]だ,15,頑丈
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_071_0.21.51.275.jpg"">",“頑丈だから大丈夫だ”って…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_071_0.21.50.149-0.21.52.401.mp3],"He said he was sturdily  built, so he should be fine.",“ 頑丈[がんじょう]だから 大丈夫[だいじょうぶ]だ”って…,15,頑丈
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_032_0.05.22.616.jpg"">",僕は戦闘用の星霊だ 頑丈にできている,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_032_0.05.20.697-0.05.24.535.mp3],I'm a spirit designed for  battle and quite tough.,僕[ぼく]は 戦闘[せんとう] 用[よう]の 星[ほし] 霊[れい]だ  頑丈[がんじょう]にできている,15,頑丈
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_24_0.16.36.450.jpg"">",でも　ママは体が丈夫じゃなかった,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_24_0.16.35.260-0.16.37.640.mp3],But Mommy wasn't strong physically.,でも　ママは 体[からだ]が 丈夫[じょうぶ]じゃなかった,16,丈夫
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Haruhi%20Suzumiya/media/Z.SUZUMIYA_10_0.09.27.088.jpg"">",（キョン） まっ 丈夫で長持ちなのが,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Haruhi%20Suzumiya/media/Z.SUZUMIYA_10_0.09.25.952-0.09.28.343.mp3],"Well, I guess one of Haruhi's good points",（キョン） まっ  丈夫[じょうぶ]で 長持[ながも]ちなのが,16,丈夫
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Grave%20of%20the%20Fireflies/media/Anime-HotarunoHaka_1_0.36.38.905.jpg"">",体　丈夫にして　兵隊さん行くねんやろ。,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Grave%20of%20the%20Fireflies/media/Anime-HotarunoHaka_1_0.36.37.410-0.36.40.400.mp3],You can't be a soldier if you don't grow up healthy.,体[からだ]　 丈夫[じょうぶ]にして　 兵隊[へいたい]さん 行[い]くねんやろ。,16,丈夫
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_045_0.14.43.989.jpg"">",“苦しみ”！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_045_0.14.43.509-0.14.44.468.mp3],Suffering!,“ 苦[くる]しみ”！,17,苦しい
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_06_0.03.30.800-0.03.32.170.jpg"">",胸が苦しいとか,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_06_0.03.30.800-0.03.32.170.mp3],Or you've got pains in your chest...,胸[むね]が 苦[くる]しいとか,17,苦しい
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_05_0.15.21.815.jpg"">",苦しい　苦しいよ～,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_05_0.15.20.980-0.15.22.650.mp3],You're... You're hurting me!,苦[くる]しい　 苦[くる]しいよ ～[〜],17,苦しい
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_11_0.13.04.700-0.13.06.160.jpg"">",映像を送るから,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_11_0.13.04.700-0.13.06.160.mp3],I'll send you a vision...,映像[えいぞう]を 送[おく]るから,18,映像
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_17_0.18.31.450.jpg"">",映像を消せ！　これ以上は…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_17_0.18.30.750-0.18.32.150.mp3],Stop the video transmission! If this goes on...,映像[えいぞう]を 消[け]せ！　これ 以上[いじょう]は…,18,映像
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Little%20Witch%20Academia/media/A-LittleWitchAcademia25_1_0.01.43.541.jpg"">",(男性２ )ライブ映像か？,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Little%20Witch%20Academia/media/A-LittleWitchAcademia25_1_0.01.42.936-0.01.44.146.mp3],I hope that isn't live.,( 男性[だんせい]２) ライブ映像[らいぶえいぞう]か？,18,映像
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Zero/media/Fate_Zero_01_0.26.41.885.jpg"">",あそこの老人も必死だな,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Zero/media/Fate_Zero_01_0.26.40.770-0.26.43.000.mp3],That old man must be desperate.,あそこの 老人[ろうじん]も 必死[ひっし]だな,19,老人
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kino's%20Journey/media/Kino_no_Tabi_1_0.17.53.790.jpg"">",レーゲルという名の老人さ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kino's%20Journey/media/Kino_no_Tabi_1_0.17.52.120-0.17.55.460.mp3],An old man named Regel.,レーゲルという 名[な]の 老人[ろうじん]さ,19,老人
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Psycho%20Pass/media/A_PsychoPassS01_E20_1_0.18.10.345.jpg"">",この老人が槙島の次の計画に関与していて,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Psycho%20Pass/media/A_PsychoPassS01_E20_1_0.18.08.750-0.18.11.940.mp3],Maybe this old man had something to do with the next stage of Makishima's plan.,この 老人[ろうじん]が 槙島[まきしま]の 次[つぎ]の 計画[けいかく]に 関与[かんよ]していて,19,老人
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_14_0.08.35.295.jpg"">",それを伝えに来た,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_14_0.08.34.180-0.08.36.410.mp3],I came to tell you that.,それを 伝[つた]えに 来[き]た,20,伝える
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Haruhi%20Suzumiya/media/Z.SUZUMIYA_14_0.18.46.531.jpg"">",何を伝えるって？,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Haruhi%20Suzumiya/media/Z.SUZUMIYA_14_0.18.45.917-0.18.47.265.mp3],Tell her what?,何[なに]を 伝[つた]えるって？,20,伝える
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Sound!%20Euphonium/media/Hibike_Euphonium_10_0.20.24.545.jpg"">",私が先生に伝えます,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Sound!%20Euphonium/media/Hibike_Euphonium_10_0.20.23.730-0.20.25.360.mp3],I'll tell Taki-sensei myself.,私[わたし]が 先生[せんせい]に 伝[つた]えます,20,伝える
